,index,text,label
72,321,"The Chinese would @bind@ the feet of their women.
youdao: 中国 人会 把 女人 的 脚 捆起来 。
google: 中国 人会 给 女人 裹脚 。
opus: 中国 人会 捆绑 她们 女人 的 脚
group_1:
ref:中国人会给女人@裹脚@。
group_2:
ref: 中国 人会 把 女人 的 脚 @捆起来@。
group_3:
ref:中国 人会 给 女人 @裹@脚 。",
73,117,"The passenger @grabbed@ for the oxygen mask.
youdao: 乘客 伸手 去 抓 氧气 面罩 。
google: 乘客 抓起 氧气 面罩 。
opus: 乘客 拿 起 氧气 罩
group_1:
ref:乘客伸手去@抓@氧气面罩。
group_2:
ref: 乘客 @抓起@ 氧气 面罩 。
group_3:
ref: 乘客 @伸手 去 抓@ 氧气 面罩 。",
74,42,"The lights were @flashing.@
youdao: 灯光 在 闪烁 。
google: 灯光 在 闪烁 。
opus: 灯光 闪烁 。
group_1:
ref:灯光在@闪烁@。
group_2:
ref: 灯光 在 @闪烁@。
group_3:
ref:灯光 @在 闪烁 @。",
75,98,"The liquid @fills@ the container.
youdao: 液体 充满 了 容器 。
google: 液体 充满 容器 。
opus: 液体 填充 容器 。
group_1:
ref:液体@充满了@容器。
group_2:
ref: 液体 @填满@ 了 容器 。
group_3:
ref:液体 @充满 了@ 容器 。",
76,14,"Sound is @reflected@ well in this auditorium.
youdao: 声音 在 这个 礼堂 里 反射 得 很 好 。
google: 声音 在 这个 礼堂 里 反射 得 很 好 。
opus: 声音 在 这个 礼堂 里 反应 良好
group_1:
ref:声音在这个礼堂里@反射@得很好。
group_2:
ref: 声音 在 这个 礼堂 里 @反射@ 得 很 好 。
group_3:
ref: 声音 在 这个 礼堂 里 @回响@ 得 很 好 。",
77,56,"The child @drowned@ in the lake.
youdao: 孩子 在 湖里 淹死 了 。
google: 孩子 淹死 在 湖里 了 。
opus: 这 孩子 淹死 在 湖里
group_1:
ref: 孩子@淹死@在湖里了。
group_2:
ref: 孩子 在 湖里 @淹死@ 了 。
group_3:
ref: 孩子 在 湖里 @溺亡了@ 。",
78,248,"her sunglasses @reflected@ his image.
youdao: 她 的 太阳镜 映出 了 他 的 影像 。
google: 她 的 太阳镜 反映 了 他 的 形象 。
opus: 她 的 太阳镜 反映 了 他 的 形象
group_1:
ref: 她的太阳镜@映出@了他的影像。
group_2:
ref: 她 的 太阳镜 @映@出 了 他 的 影像 。
group_3:
ref: 她 的 太阳镜 @映出 了@ 他 的 影像 。",
79,296,"They tried to @recapture@ the escaped prisoner.
youdao: 他们 试图 重新 捉拿 那个 逃犯 。
google: 他们 试图 夺回 逃犯 。
opus: 他们 试图 抓回 逃犯 。
group_1:
ref:他们试图@抓回@逃犯。
group_2:
ref: 他们 试图 @重新 抓捕@ 那个 逃犯 。
group_3:
ref:他们 试图 @重新 捉拿@ 那个 逃犯 。",
80,54,"Suddenly, the proprietor @emerged@ from his office.
youdao: 突然 ， 老板 从 他 的 办公室 里 出来 了 。
google: 突然 ， 老板 从 他 的 办公室 里 出来 了 。
opus: 突然 间 , 业主 从 他 的 办公室 出来
group_1:
ref:突然 ,老板从他的办公室里@出来@了。
group_2:
ref: 突然 , 老板 从 他 的 办公室 里 @出来@ 了 。
group_3:
ref: 突然 , 老板 从 他 的 办公室 里 @冒了出来@ 。",
81,69,"The government is @building@ new schools in this state.
youdao: 政府 正在 这个 州 修建 新 学校 。
google: 政府 正在 本州 建设 新 学校 。
opus: 政府 正在 这个 州 建造 新 的 学校 。
group_1:
ref:政府正在这个州@修建@新学校。
group_2:
ref: 政府 正在 本州 @建设@ 新 学校 。
group_3:
ref:政府 正在 这个 州 @修建@ 新 学校 。",
82,127,"blood @stagnates@ in the capillaries.
youdao: 血液 在 毛细血管 中 淤积 。
google: 血液 停滞 在 毛细血管 中 。
opus: 血管 里 的 血 凝固
group_1:
ref:血液在毛细血管中@淤积@。
group_2:
ref: 血液 @停滞@ 在 毛细血管 中 。
group_3:
ref: 血液 在 毛细血管 中 @淤积@ 。",
83,190,"Can you @taste@ the garlic?
youdao: 你 能 尝出 大蒜 的 味道 吗 ?
google: 你 能 尝到 大蒜 的 味道 吗 ？
opus: 你 能 尝尝 大蒜 吗 ?
group_1:
ref:你能@尝出@大蒜的味道吗?
group_2:
ref: 你 能 @尝出@ 大蒜 的 味道 吗 ?
group_3:
ref: 你 能 @尝出@ 大蒜 的 味道 吗 ?",
84,244,"The patient must @drink@ several liters each day.
youdao: 病人 每天 必须 喝 几 升水 。
google: 患者 每天 必须 喝 几升 。
opus: 病人 每天 必须 喝 几升 。
group_1:
ref:病人每天必须@喝@几升水。
group_2:
ref: 病人 每天 必须 @喝@ 几 升水 。
group_3:
ref: 病人 每天 必须 @喝@ 几 升水 。",
85,259,"The tanker @fueled@ in Bahrain.
youdao: 油轮 在 巴林 加油 。
google: 油轮 在 巴林 加油 。
opus: 该 油轮 在 巴林 加油 。
group_1:
ref:油轮在巴林@加油@。
group_2:
ref: 油轮 在 巴林 @加油@。
group_3:
ref:这艘 油轮 在 巴林 @加油@ 。",
86,268,"letters @trenched@ into the stone.
youdao: 字母 刻 在 石头 上 。
google: 字母 刻 在 石头 上 。
opus: 信 被 塞进 石头 里
group_1:
ref:字母@刻@在石头上。
group_2:
ref: 字母 的 形状 在 石头 上 被 @挖出@ 来 了。
group_3:
ref:一些字母 @刻@ 在 石头 上 。",
87,84,"Many people @immigrated@ at the beginning of the 20th century.
youdao: 许多 人 在 20 世纪 初 移民 到 美国 。
google: 许多 人 在   20   世纪 初 移民 。
opus: 许多 人 在 20 世纪 初 移民 。
group_1:
ref:许多人在20世纪初@移民@到美国。
group_2:
ref: 许多 人 在 20 世纪 初 @移民@ 到 美国 。
group_3:
ref: 许多 人 在 20 世纪 初 选择了@移民@ 。",
88,82,"Water @sprayed@ all over the floor.
youdao: 水喷得 满地 都 是 。
google: 水喷 了 一地 。
opus: 地板 上 喷满 了 水
group_1:
ref:水@喷得@满地都是。
group_2:
ref: 水@喷@得 满地 都 是 。
group_3:
ref: 水@喷@得 满地 都 是 。",
89,191,"@Shake@ the salt out of the salt shaker.
youdao: 把 盐瓶 里 的 盐 摇 出来 。
google: 将 盐 从 盐瓶 中摇出 。
opus: 把 盐 从 盐 壶里 抖出来
group_1:
ref:把盐瓶里的盐@摇@出来。
group_2:
ref: 把 盐 从 盐瓶 中@摇@出 。
group_3:
ref:把 盐瓶 里 的 盐 @摇@ 出来 。",
90,166,"The nightingale was @singing.@
youdao: 夜莺 在 唱歌 。
google: 夜莺 在 唱歌 。
opus: 夜总会 在 唱歌
group_1:
ref:夜莺在@啼叫@。
group_2:
ref: 夜莺 在 @唱歌@。
group_3:
ref: 夜莺 在 @歌唱@ 。",
91,136,"He @nodded@ his approval.
youdao: 他 点头 表示同意 。
google: 他 点头 表示 赞同 。
opus: 他 点头 了 他 的 批准 。
group_1:
ref:他@点头@表示同意。
group_2:
ref: 他 @点头@ 表示同意 。
group_3:
ref: 他 @点头@ 表示同意 。",
92,195,"He @dashed@ the plate against the wall.
youdao: 他 把 盘子 往 墙上 猛撞 。
google: 他 把 盘子 往 墙上 撞 。
opus: 他 把 板子 撞 在 墙上
group_1:
ref:他把盘子往墙上@猛摔@。
group_2:
ref: 他 把 盘子 往 墙上 @撞@。
group_3:
ref:他 把 盘子 往 墙上 @猛摔@ 。",
93,227,"The leaves @clog@ our drains in the Fall.
youdao: 秋天 的 时候 ， 树叶 会 堵塞 下水道 。
google: 树叶 在 秋天 堵塞 了 我们 的 下水道 。
opus: 叶子 堵塞 了 我们 瀑布 的 排水沟
group_1:
ref:秋天的时候,树叶会@堵塞@下水道。
group_2:
ref: 树叶 在 秋天 @堵塞@ 了 我们 的 下水道 。
group_3:
ref: 落叶 会 在秋季@堵塞@ 下水道 。",
94,8,"this snake @swims@ through the soil where it lives.
youdao: 这条 蛇 在 它 生活 的 土壤 中 游泳 。
google: 这条 蛇 游过 它 生活 的 土壤 。
opus: 这种 蛇 在 它 居住 的 土壤 中 游荡
group_1:
ref: 这条蛇在它生活的土壤中@游荡穿梭@。
group_2:
ref: 这条 蛇 @游@过 它 生活 的 土壤 。
group_3:
ref:这条 蛇 在 它 生活 的 土壤 中 @蜿蜒爬行@ 。",
95,252,"Beethoven @composed@ nine symphonies.
youdao: 贝多芬 创作 了 九部 交响曲 。
google: 贝多芬 创作 了 九部 交响曲 。
opus: 贝多芬 由 九个 交响曲 组成
group_1:
ref:贝多芬@创作了@九部交响曲。
group_2:
ref: 贝多芬 @创作@ 了 九部 交响曲 。
group_3:
ref:贝多芬@ 创作 了@ 九部 交响曲 。",
96,314,"@load@ the bags onto the trucks.
youdao: 把 袋子 装 到 卡车 上 。
google: 将 袋子 装 上 卡车 。
opus: 把 行李 装 上 卡车
group_1:
lietal ref: 把袋子@装到@卡车上。
group_2:
ref: 把 袋子 @装@ 到 卡车 上 。
group_3:
ref:把 袋子 @装@ 到 卡车 上 。",
97,298,"@engraved@ the trophy cupt with the winner's.
youdao: 在 奖杯 上刻 上 胜利者 的 奖杯 。
google: 在 奖杯 上刻 上 获胜者 的 名字 。
opus: 雕刻 了 奖杯   与 优胜者 的 杯子 。
group_1:
ref:在奖杯上@刻上@胜利者的奖杯。
group_2:
ref: 在 奖杯 上@刻@ 上 胜利者 的 奖杯 。
group_3:
ref: 在 奖杯 上@刻 上@ 获胜者 的 名字 。",
98,192,"Age had @dulled@ the surface.
youdao: 岁月 使 表面 变得 暗淡 。
google: 岁月 已经 磨平 了 表面 。
opus: 年龄 拖累 了 表面
group_1:
ref:岁月已经@磨平了@表面。
group_2:
ref: 岁月 已经 @磨平@ 了 表面 。
group_3:
ref:岁月 使 表面 @变得 暗淡@ 。",
99,22,"The bugs @pinged@ the lamp shade.
youdao: 虫子 叮着 灯罩 。
google: 虫子 敲响 了 灯罩 。
opus: 虫子 在 灯 荫 下 鸣叫
group_1:
ref:虫子在灯荫下@鸣叫@。
group_2:
ref: 虫子 @敲响@ 了 灯罩 。
group_3:
ref:虫子 @撞击着@ 灯罩 @发出声音@。",
100,175,"The two pieces @match.@
youdao: 这 两件 相配 。
google: 两片 相配 。
opus: 两块 棋子 吻合
group_1:
ref:这两件@相配@。
group_2:
ref: 这 两件 @相配@。
group_3:
ref:这两片@可以匹配@。",
101,316,"We don't know the woman who @posed@ for Leonardo so often.
youdao: 我们 不 知道 是 哪个 女人 经常 给 列奥纳多 拍照 。
google: 我们 不 认识 经常 为 莱昂纳多 摆姿势 的 女人 。
opus: 我们 不 认识 经常 给 莱昂纳多 化妆 的 女人
group_1:
ref:我们不知道是哪个女人经常给列奥纳多@拍照@。
group_2:
ref: 我们 不 认识 经常 为 莱昂纳多 @摆姿势@ 的 女人 。
group_3:
ref:我们 不 认识 经常 为 莱昂纳多 @造型@ 的 女人 。",
102,215,"A star @tops@ the Christmas Tree.
youdao: 圣诞树 顶上 有 一颗 星星 。
google: 一颗 星星 顶 在 圣诞树 上 。
opus: 圣诞树 的 顶端 是 一颗 星星
group_1:
ref:圣诞树@顶上@有一颗星星。
group_2:
ref: 圣诞树 上 @顶@ 着 一颗 星星。
group_3:
ref: 圣诞树@的 顶上 有@ 一颗 星星 。",
103,34,"They @scraped@ a letter into the stone.
youdao: 他们 在 石头 上 刮 了 一个 字母 。
google: 他们 在 石头 上刻 了 一封信 。
opus: 他们 把 一封信 刮到 石头 上
group_1:
ref:他们在石头上@刻了@一个字母。
group_2:
ref: 他们 在 石头 上 @刮@ 了 一个 字母
group_3:
ref: 他们 在 石头 上 @刻了@ 一个 字母 。",
104,132,"@load@ the truck with hay.
youdao: 把 干草 装 上 卡车 。
google: 用 干草 装载 卡车 。
opus: 卡车 上 装满 干草
group_1:
ref:把干草@装上@卡车。
group_2:
ref: 把 干草 @装@ 上 卡车 。
group_3:
ref: 把 干草 @装 上@ 卡车 。",
105,78,"The champagne bottle @exploded.@
youdao: 香槟 瓶 爆炸 了 。
google: 香槟酒 瓶 爆炸 了 。
opus: 香槟 瓶 爆炸 了
group_1:
ref:香槟瓶@爆炸了@。
group_2:
ref: 香槟 瓶 @爆炸@ 了 。
group_3:
ref: 香槟酒 瓶 @爆炸 了@ 。",
106,193,"@lined@ books are more enduring.
youdao: 内衬 书 更 耐看 。
google: 带 衬里 的 书 更 经久不衰 。
opus: 线书 更 耐久
group_1:
ref:@带衬里的@书更经久不衰。
group_2:
ref: @线装@ 书 更 经久不衰。
group_3:
ref:@带 衬里 的@ 书 更 耐看 。",
107,125,"@heap@ the platter with potatoes.
youdao: 把 土豆 堆 在 盘子 里 。
google: 把 土豆 堆 在 盘子 里 。
opus: 用 土豆 把 盘子 加满 土豆
group_1:
ref:把土豆@堆在@盘子里。
group_2:
ref: 把 土豆 @堆@ 在 盘子 里 。
group_3:
ref: 把 土豆 @堆 在@ 盘子 里 。",
108,265,"@map@ the surface of Venus.
youdao: 绘制 金星 表面 的 地图
google: 绘制 金星 表面 。
opus: 映射 金星 表面
group_1:
ref:@绘制@金星表面的地图。
group_2:
ref: @绘制@ 金星 的 表面
group_3:
ref: @绘制@ 金星 的表面 。",
109,122,"When the officers show up, the soldiers have to @salute.@
youdao: 当 军官 出现 时 ， 士兵 们 必须 敬礼 。
google: 军官 一到 ， 士兵 们 都 要 行礼 。
opus: 当 军官 们 出现 时 , 士兵 们 必须 敬礼 。
group_1:
ref:当军官们出现时,士兵们必须@敬礼@。
group_2:
ref: 当 军官 们 出现 时 , 士兵 们 必须 @敬礼@ 。
group_3:
ref:当 军官 出现 时 , 士兵 们 必须 @敬礼@ 。",
110,124,"@Lock@ the bike to the fence!
youdao: 把 自行车 锁 在 栅栏 上 !
google: 把 自行车 锁 在 栅栏 上 ！
opus: 把 自行车 锁 在 栅栏 上 !
group_1:
ref:把自行车@锁@在栅栏上!
group_2:
ref: 把 自行车 @锁@ 在 栅栏 上 !
group_3:
ref:把 自行车 @锁 在@ 栅栏 上 !",
111,95,"He @floated@ the logs down the river.
youdao: 他 把 圆木 顺流而下 。
google: 他 把 圆木 顺 河漂流 。
opus: 他 把 木头 漂到 河 下
group_1:
ref:他使圆木@漂浮@在水里
group_2:
ref:他 让 圆木 沿着 河道 @漂浮@。
group_3:
ref:他让圆木沿着河道@漂浮@而下。",
112,126,"The sales clerk quickly @seized@ the money on the counter.
youdao: 售货员 迅速 地 抓起 柜台 上 的 钱 。
google: 售货员 迅速 将 柜台 上 的 钱 收 了 起来 。
opus: 售货员 迅速 缴获 柜台 的 钱
group_1:
ref: 售货员迅速地@抓起@了柜台上的钱
group_2:
ref:售货员 迅速 地 @抓起@ 柜台 上 的 钱 。
group_3:
ref:售货员迅速地@抓起@柜台上的钱。",
113,140,"The Serbs @attacked@ the village at night.
youdao: 塞尔维亚人 在 夜间 袭击 了 这个 村庄 。
google: 塞族 人 在 夜间 袭击 了 村庄 。
opus: 塞族 人 晚上 袭击 村庄 。
group_1:
ref: 塞尔维亚人在夜间@袭击@了这个村庄
group_2:
ref:塞尔维亚人 在 夜间 @袭击@ 了 这个 村庄 。
group_3:
ref: 塞尔维亚人 在 夜间@ 袭击@ 了 这个 村庄 。",
114,103,"The curtain @ripped@ from top to bottom.
youdao: 窗帘 从上到下 被 撕开 了 。
google: 窗帘 从 上 撕 到 下 。
opus: 从上到下 拉开 的 窗帘 。
group_1:
ref: 窗帘被从上到下地@撕开@了
group_2:
ref:窗帘 从上到下 被 @撕裂@ 了 。
group_3:
ref:窗帘被从上到下@撕开@了",
115,324,"They @computerized@ the car industry.
youdao: 他们 使 汽车 工业 电脑化 。
google: 他们 将 汽车 工业 计算机化 。
opus: 他们 把 汽车 工业 电脑化 了
group_1:
ref: 他们使汽车工业@计算机化@了
group_2:
ref:他们 使 汽车 工业 @计算机化@ 。
group_3:
ref:他们将汽车工业@计算机化@管理了",
116,253,"The drunken man @staggered@ into the room.
youdao: 那个 醉汉 摇摇晃晃 地 走进 房间 。
google: 醉汉 摇摇晃晃 地 走进 了 房间 。
opus: 酒鬼 冲 进 房间
group_1:
ref: 那个醉汉@摇晃着走进@房间
group_2:
ref:那个 醉汉 @摇摇晃晃@ 地 走进 房间 。
group_3:
ref: 那个 醉汉 @摇摇晃晃 地 走进 @了房间 。",
117,55,"The furniture @molded@ in the old house.
youdao: 旧 房子 里 的 家具 已经 定型 了 。
google: 在 老房子 里 模制 的 家具 。
opus: 家具 在 旧 房子 里 装模作样 。
group_1:
ref: 旧房子里的家具已经@定型@了
group_2:
ref:那所 老 房子 的 家具 @发霉@了。
group_3:
ref:这家具在这老房子里@发霉@了。",
118,186,"He @communicated@ his anxieties to the psychiatrist.
youdao: 他 把 自己 的 焦虑 告诉 了 精神病 医生 。
google: 他 向 精神科 医生 表达 了 他 的 焦虑 。
opus: 他 向 精神科 医生 转达 了 他 的 焦虑 。
group_1:
ref: 他把自己的焦虑@告诉@了精神科医生
group_2:
ref:他 就 焦虑 一事 与 精神科 医生 进行 了@沟通@。
group_3:
ref:他 把 自己 的 焦虑 @告诉 @了 精神病 医生 。",
119,240,"The coals were @glowing@ in the dark.
youdao: 煤块 在 黑暗 中 发亮 。
google: 煤炭 在 黑暗 中 发光 。
opus: 煤炭 在 黑暗 中 发光
group_1:
ref: 煤块在黑暗中@发出光亮@
group_2:
ref:煤块 在 黑暗 中 @发着光@ 。
group_3:
ref:煤块在黑暗中@发出黯淡的光@。",
120,118,"The girl @glared@ at the man who tried to make a pass at her.
youdao: 女孩 怒视 着 试图 向 她 调情 的 男人 。
google: 少女 瞪 了 一眼 试图 搭讪 自己 的 男人 。
opus: 女孩 对 试图 向 她 施压 的 男人 发火 。
group_1:
ref: 女孩@瞪了一眼@试图向自己搭讪的男人
group_2:
ref:女孩 @怒视@ 着 试图 向 她 调情 的 男人 。
group_3:
ref:这个女孩@怒视@着这个试图向她搭讪的男人。",
121,300,"Her violent feelings @palpitated@ the young woman's heart.
youdao: 她 强烈 的 感情 使 这个 年轻 女人 的 心 怦怦直跳 。
google: 她 强烈 的 感情 使 年轻 女子 的 心 怦怦直跳 。
opus: 她 的 暴怒   激怒 了 年轻 女人 的 心
group_1:
ref:她强烈的感情使这个年轻女子的心@跳个不停@
group_2:
ref:她 强烈 的 感情 使 这个 年轻 女人 的 心 @怦怦直跳@ 。
group_3:
ref: 她 强烈 的 感情 使 这个 年轻 女人 的 心 @怦怦直跳@.",
122,76,"The water @swells@ the wood.
youdao: 水使 木头 膨胀 。
google: 水使 木头 膨胀 。
opus: 水使 木头 膨胀 。
group_1:
ref: 水使木头@膨胀@
group_2:
ref:水 使 木头@膨胀@。
group_3:
ref:水把木头泡的@膨胀@。",
123,245,"The fishermen @tied@ their flies.
youdao: 渔民 们 系好 了 他们 的 苍蝇 。
google: 渔民 们 系上 了 他们 的 苍蝇 。
opus: 渔民 绑住 他们 的 苍蝇 。
group_1:
ref: 渔民们@绑住@了他们的苍蝇
group_2:
ref:渔夫 @系好@了 他们 的 鱼饵。
group_3:
ref:渔民们@系@好了他们的风帆",
124,272,"A big oil spot @spread@ across the water.
youdao: 一个 大 油斑 散布 在 水面 上 。
google: 一个 大油点 散布 在 水面 上 。
opus: 一个 巨大 的 石油 点   散布 在 水面 上 。
group_1:
ref:一个巨大的油点在水面上@散开@
group_2:
ref:一块 大 油斑 @摊开@在 水面 上。
group_3:
ref:一块大油斑@覆盖@在水上。",
125,80,"She @inclined@ her head to the student.
youdao: 她 向 那个 学生 低下 了 头 。
google: 她 向 学生 点 了 点头 。
opus: 她 向 学生 倾斜
group_1:
ref:她向那个学生@点了点头@
group_2:
ref:她 向 学生 @点 了 点@头 。
group_3:
ref:她 向 学生 @点 了 点@头 。",
126,311,"She was @wearing@ yellow that day.
youdao: 那天 她 穿着 黄色 的 衣服 。
google: 那天 她 穿 的 是 黄色 衣服 。
opus: 那天 她 穿着 黄色 衣服
group_1:
ref: 那天她@穿着@黄色的衣服
group_2:
ref:那天 她 @穿着@ 黄色 的 衣服 。
group_3:
ref:那天 她 @穿着@ 黄色 的 衣服 。",
127,203,"Did you ever @visit@ Paris?.
youdao: 你 去过 巴黎 吗 ?
google: 你 去过 巴黎 吗 ？
opus: 你 去过 巴黎 吗 ?
group_1:
ref: 你@去过@巴黎么？
group_2:
ref:你 @参观@过 巴黎 吗？
group_3:
ref: 你 @去@过 巴黎 吗 ?",
128,79,"These books @sell@ like hot cakes.
youdao: 这些 书 很 畅销 。
google: 这些 书卖 得 很 火 。
opus: 这些 书卖 得 像 热 蛋糕 一样
group_1:
ref: 这些书@卖@得很火
group_2:
ref:这些 书 @卖@得 很火。
group_3:
ref:这些 书 很畅@销@。",
129,322,"@answer@ the telephone.
youdao: 接电话 。
google: 接听电话 。
opus: 接电话
group_1:
ref: @接听@电话
group_2:
ref:@接听@电话 。
group_3:
ref:@接听@电话 。",
130,120,"I can not @digest@ milk products.
youdao: 我 不能 消化 奶制品 。
google: 我 不能 消化 奶制品 。
opus: 我 不能 消化 牛奶 产品 。
group_1:
ref: 我不能@消化@奶制品
group_2:
ref:我 不能 @消化@ 奶制品 。
group_3:
ref:我 不能 @消化@ 奶制品 。",
131,20,"The muscles in her face @convulsed.@
youdao: 她 脸上 的 肌肉 抽搐起来 。
google: 她 脸上 的 肌肉 抽搐 着 。
opus: 她 脸上 的 肌肉 抽搐
group_1:
ref: 她脸上的肌肉@抽搐@着
group_2:
ref:她 脸上 的 肌肉 @抽搐@ 着 。
group_3:
ref:她 脸上 的 肌肉 @抽搐起来@ 。",
132,280,"John @compared@ his haircut to his friend's.
youdao: 约翰 把 他 的 发型 和 他 朋友 的 比较 。
google: 约翰 把 他 的 发型 比作 他 朋友 的 。
opus: 约翰 把 他 的 发型 比作 他 朋友 的 发型
group_1:
ref: 约翰把他的发型和他朋友的@作比较@
group_2:
ref:约翰 @比较@他 和 他 朋友 的 发型 。
group_3:
ref:约翰 把 他 的 发型 和 他 朋友 的发型@比较 @",
133,236,"The Japanese @marched@ their prisoners through Manchuria.
youdao: 日本 人 把 俘虏 押送 到 满洲 。
google: 日本 人带 着 俘虏 穿过 满洲 。
opus: 日本 人 通过 满洲 向 战俘 行进
group_1:
ref: 日本人带着俘虏向满洲@前进@
group_2:
ref:日本人 强行 他们 的 战俘 @通过@ 满洲 。
group_3:
ref: 日本 人 把 俘虏 @押送@ 到 满洲 。",
134,289,"She @brushed@ the suit before hanging it back into the closet.
youdao: 她 刷 了 刷 衣服 ， 然后 把 它 挂回 衣橱 。
google: 她 刷 了 刷 西装 ， 然后 把 它 挂回 壁橱 里 。
opus: 她 刷 了 西装 , 然后 把 它 挂回 衣柜 里
group_1:
ref: 她@刷了@衣服,然后把它挂回衣橱里
group_2:
ref:在 把 衣服 挂在 橱子 里 之前 她 用 刷子@刷@了一下。
group_3:
ref:在把衣服挂在橱子里之前她用刷子@刷@了一下。",
135,326,"The summer sun alone can cause a pine to @blaze.@
youdao: 仅 夏季 的 阳光 就 能 使 松树 燃烧 。
google: 仅 夏日 的 阳光 就 能 使 松树 燃烧 起来 。
opus: 光是 夏天 的 太阳   就 能 点燃 松树
group_1:
ref: 仅仅是夏天的阳光就能@点燃@松树
group_2:
ref:光是 夏季 的 阳光 就 能 使 松树 @燃烧@起来 。
group_3:
ref: 仅 夏季 的 阳光 就 能 使 松树 @燃烧@起来 。",
136,239,"This exercise will @hurt@ your back.
youdao: 这个 运动会 伤到 你 的 背 。
google: 这个 练习 会 伤害 你 的 背部 。
opus: 这次 练习 会伤 到 你 的 背
group_1:
ref: 这个运动会@伤害@你的背部
group_2:
ref:这个 练习 会 @伤害@ 你 的 背部 。
group_3:
ref: 这个 练习 会 @伤到@ 你 的 背部 。",
137,11,"The wildfire @scorched@ the forest and several homes.
youdao: 野火 烧毁 了 森林 和 几座 房屋 。
google: 野火 烧毁 了 森林 和 几座 房屋 。
opus: 野火烧 焦 了 森林 和 若干 房屋 。
group_1:
ref: 野火@烧毁@了森林和几座房屋
group_2:
ref:野火 @烧焦@ 了 森林 和 几座 房屋 。
group_3:
ref:野火 @烧毁@ 了 森林 和 几座 房屋 。",
138,212,"he @devoured@ three sandwiches.
youdao: 他 狼吞虎咽 地 吃 了 三个 三明治 。
google: 他 狼吞虎咽 地 吃 了 三个 三明治 。
opus: 他 吃 了 三个 三明治
group_1:
ref: 他@吞下@了三个三明治
group_2:
ref:他 @狼吞虎咽 地 吃@ 了 三个 三明治 。
group_3:
ref:他 狼吞虎咽 地@ 吃光@ 了 三个 三明治 。",
139,5,"Gun shots @volleyed@ at the attackers.
youdao: 枪响 向 袭击者 齐射 。
google: 枪声 齐射 向 袭击者 。
opus: 向 袭击者 开枪 。
group_1:
ref: 枪声@一起射向@袭击者
group_2:
ref:枪声 向 袭击者 @扫射@。
group_3:
ref:弹枪向袭击者@扫射@。",
140,165,"Thunderbolts can @stampede@ animals.
youdao: 雷电 能 使 动物 受惊 。
google: 霹雳 可以 踩踏 动物 。
opus: 桑德 波特 可以 戳 死 动物
group_1:
ref: 雷电可以使动物@受惊逃离@
group_2:
ref:雷电 能 使 动物 @惊跑@ 。
group_3:
ref:雷电能使动物@受惊窜逃@。",
141,31,"The nurse @pricked@ my finger to get a small blood sample.
youdao: 护士 扎 了 我 的 手指 取 一小块 血样 。
google: 护士 刺破 了 我 的 手指 ， 取 了 少量 血样 。
opus: 护士 刺伤 我 的 手指   以 获得 一个 小 的 血样 。
group_1:
ref: 护士@刺破@了我的手指以获得一个小的血样
group_2:
ref:护士 @扎@ 了 我 的 手指 ,取 了 一小块 血样。
group_3:
ref:护士 @刺破@ 了 我 的 手指 , 取 了 少量 血样",
142,129,"male birds @tread@ the females.
youdao: 雄鸟 践踏 雌鸟 。
google: 雄鸟 踩 着 雌鸟 。
opus: 雄鸟 踩 雌鸟
group_1:
ref: 雄鸟@踩着@雌鸟
group_2:
ref:雄鸟 @踩踏@ 雌鸟 。
group_3:
ref:雄鸟@踩在@雌鸟身上。",
143,260,"The wine @spotted@ the tablecloth.
youdao: 酒 把 桌布 弄脏了 。
google: 酒 弄脏了 桌布 。
opus: 葡萄酒 发现 了 桌布 。
group_1:
ref: 酒@弄脏@了桌布
group_2:
ref:酒 把 桌布@弄脏@了 。
group_3:
ref:酒撒了出来给桌布上@留下污点@。",
144,309,"@Curl@ my hair, please.
youdao: 请 把 我 的 头发 卷 起来 。
google: 请 给 我 卷 头发
opus: 帮 我 把 头发 弯 下
group_1:
ref: 请把我的头发@卷起来@
group_2:
ref:请 把 我 的 头发 @卷@ 起来。
group_3:
ref:请 给 我 @卷 @头发",
145,197,"@trench@ the fallen soldiers.
youdao: 用 战壕 埋葬 阵亡 的 士兵 。
google: 挖沟 阵亡 的 士兵 。
opus: 战壕 的 阵亡 士兵 。
group_1:
ref: 用战壕@埋葬@阵亡的士兵
group_2:
ref:@挖 战壕@埋葬 阵亡 的 士兵。
group_3:
ref:为阵亡的士兵@挖沟壕@",
146,293,"The smoke @clouded@ above the houses.
youdao: 烟 在 房屋 上空 缭绕 。
google: 浓烟 笼罩 在 房屋 上方 。
opus: 房子 上面 的 烟雾 笼罩着
group_1:
ref: 烟雾在房屋上空@缭绕@
group_2:
ref:浓烟 @笼罩@ 在 房屋 上方 。
group_3:
ref:浓烟@ 笼罩 @在 房屋 上方",
147,189,"A shooting star @flashed@ and was gone.
youdao: 一颗 流星 一闪 就 不见 了 。
google: 一颗 流星 闪过 ， 消失 了 。
opus: 一颗 流星 闪烁 而 去
group_1:
ref: 一颗流星@闪了一下@,消失了
group_2:
ref: 一颗 流星 @闪过@ 就 消失 了 。
group_3:
ref:一颗流星@一闪@而过。",
